scenario,plant,work_center,tool_no_if_available,bottleneck_severity,top_driver_project_count,suggested_capacity_lever,explanation_note
high_confidence,NW01,P01_NW01_PRESS_6,T-70689-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_6 peaks at 14328% utilisation, 1657891.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW11,P01_NW11_PRESS_3,T-70559-D,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_3 peaks at 14240% utilisation, 832719.1 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_4,T-70443-B,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_4 peaks at 13846% utilisation, 1460144.1 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW15,P01_NW15_PRESS_5,T-70470-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW15_PRESS_5 peaks at 13344% utilisation, 1394621.8 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW01,P01_NW01_PRESS_5,T-70280-B,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW01_PRESS_5 peaks at 12578% utilisation, 1439331.4 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW04,P01_NW04_PRESS_4,T-70111-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_4 peaks at 12456% utilisation, 1331583.3 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_5,T-70020-C,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_5 peaks at 12240% utilisation, 1492350.2 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW09,P01_NW09_PRESS_4,T-70202-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW09_PRESS_4 peaks at 12018% utilisation, 1351773.0 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW02,P01_NW02_PRESS_5,T-70059-B,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW02_PRESS_5 peaks at 11674% utilisation, 1370189.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_PRESS_4,T-70489-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_4 peaks at 11485% utilisation, 1377487.2 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW04,P01_NW04_PRESS_5,T-70585-D,critical,0,no_lever_available,"CRITICAL — fully overloaded: P01_NW04_PRESS_5 peaks at 11425% utilisation, 1213501.7 overload hours total, driven by 0 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW03,P01_NW03_PRES_8_1,T-70564-A,critical,3,no_lever_available,"CRITICAL — fully overloaded: P01_NW03_PRES_8_1 peaks at 11359% utilisation, 1229446.9 overload hours total, driven by 3 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW07,P01_NW07_PRESS_5,T-70050-D,critical,1,no_lever_available,"CRITICAL — fully overloaded: P01_NW07_PRESS_5 peaks at 10680% utilisation, 1272478.0 overload hours total, driven by 1 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW10,P01_NW10_PRESS_4,T-70122-B,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW10_PRESS_4 peaks at 10185% utilisation, 1114575.4 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW13,P01_NW13_PRESS_4,T-70445-D,critical,4,no_lever_available,"CRITICAL — fully overloaded: P01_NW13_PRESS_4 peaks at 9021% utilisation, 978174.9 overload hours total, driven by 4 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW05,P01_NW05_PRESS_6,T-70573-A,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW05_PRESS_6 peaks at 8691% utilisation, 1060335.8 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
high_confidence,NW11,P01_NW11_PRESS_4,T-70604-C,critical,2,no_lever_available,"CRITICAL — fully overloaded: P01_NW11_PRESS_4 peaks at 7014% utilisation, 714368.1 overload hours total, driven by 2 pipeline project(s). No upside shift lever available — consider rerouting or rescheduling."
